dotdotdots,1948,4251.77211
dotdotdots,2211,1472.019737
dotdotdots,4638,535.4015454
dotdotdots,2682,355.908945
dotdotdots,4428,119.9424373
dotdotdots,1615,103.8066782
dotdotdots,1189,57.42242934
dotdotdots,1479,51.74315326
dotdotdots,1366,18.62458053
dotdotdots,4648,18.17727035
dotdotdots,4327,15.25324158
dotdotdots,642,12.21626824
dotdotdots,1828,6.461583871
World of Women,5375,38.8967865
World of Women,9459,38.8967865
World of Women,1948,29.66279625
World of Women,4878,29.66279625
World of Women,8124,14.55644015
World of Women,8886,10.29015516
World of Women,1315,5.89439837
World of Women,1422,5.89439837
World of Women,5097,4.782781617
World of Women,4358,2.206694723
World of Women,7215,1.908111341
World of Women,326,1.885618083
World of Women,7858,0.826028138
World of Women,6954,0.727747539
World of Women,9358,0.725730916
Terraform,9559,143446.9264
Terraform,9728,137137.6036
Terraform,5283,135192.0283
Terraform,3083,1739.548536
Terraform,9254,1134.24213
Terraform,8634,948.1241774
Terraform,8130,307.8962468
Terraform,9652,299.5500531
Terraform,8007,226.7449675
Terraform,8284,226.0561936
Terraform,3082,70.90617775
Terraform,6118,65.81218732
Terraform,3790,-155.0586806
Mutant Ape Yacht Club,11913,17.85222692
Mutant Ape Yacht Club,13080,14.22380512
Mutant Ape Yacht Club,4719,6.633831966
Mutant Ape Yacht Club,9741,2.853777202
Mutant Ape Yacht Club,11324,1.27639772
Mutant Ape Yacht Club,5076,0.745140672
Mutant Ape Yacht Club,8412,0.347017376
Mutant Ape Yacht Club,2136,0.33126933
Mutant Ape Yacht Club,5608,0.239023104
Mutant Ape Yacht Club,9123,0.232835015
Mutant Ape Yacht Club,2123,0.126179841
Mutant Ape Yacht Club,11476,0.113561366
Mutant Ape Yacht Club,1513,0.11116202
Mutant Ape Yacht Club,2669,0.095976872
Mutant Ape Yacht Club,8541,0.064306455
Mutant Ape Yacht Club,3949,0.051579801
Mutant Ape Yacht Club,6541,0.049275007
Mutant Ape Yacht Club,3610,0.047735163
Mutant Ape Yacht Club,9870,0.047475532
Mutant Ape Yacht Club,1344,-12.0797351
Meebits,9228,4683.725878
Meebits,19564,2962.937488
Meebits,689,2918.54829
Meebits,1938,2423.261642
Meebits,17452,2262.164747
Meebits,13531,1575.853169
Meebits,1657,1086.743055
Meebits,17282,786.5211304
Meebits,18277,671.1601555
Meebits,15115,601.2249867
Meebits,16938,525.2957521
Meebits,18036,510.692396
Meebits,6183,431.2483769
Meebits,10255,329.0103673
Meebits,2000,213.4023225
Meebits,10137,108.3461531
Meebits,3570,96.22766006
Meebits,283,64.37392624
Meebits,8319,18.85950512
Loot,744,768.9418094
Loot,1676,97.90852874
Loot,3222,80.92062869
Loot,4267,73.99315284
Loot,5418,21.59646748
Loot,6662,18.08421657
Loot,1390,15.0616019
Loot,6179,14.28691015
Loot,537,7.515672924
Loot,2082,7.41370103
Loot,6717,6.1553229
Loot,1205,4.667885834
Loot,4308,3.708638564
Doodles,6548,12.87437404
Doodles,1689,1.701047789
Doodles,6697,1.619687275
Doodles,6694,0.900527853
Doodles,1792,0.785759153
Doodles,7771,0.725659547
Doodles,8800,0.697749564
Doodles,9968,0.495905804
Doodles,6756,0.451683585
Doodles,3502,0.425113963
Doodles,4279,0.193971458
Doodles,4308,0.191235946
Doodles,7095,0.152752523
Doodles,2931,0.149984264
Doodles,4273,0.143165757
Doodles,1564,0.109243925
Doodles,6479,0.095470327
Doodles,4510,0.083611907
Doodles,9582,0.074641247
Doodles,3732,0.033845668
Cryptopunks,9005,11.04225873
Cryptopunks,9174,1.961634693
Cryptopunks,5287,1.608423685
Cryptopunks,3226,1.351125937
Cryptopunks,7575,1.152698369
Cryptopunks,7238,1.140278048
Cryptopunks,6448,0.911346444
Cryptopunks,8389,0.867785132
Cryptopunks,2635,0.832204374
Cryptopunks,2511,0.803536318
Cryptopunks,6276,0.694579055
Cryptopunks,3533,0.471170907
Cryptopunks,9197,0.462891073
Cryptopunks,441,0.432742047
Cryptopunks,639,0.42003731
Cryptopunks,8586,0.400387603
Cryptopunks,9364,0.38455434
Cryptopunks,5575,0.28164763
Cryptopunks,7392,0.244401882
Cryptopunks,2907,0.200265788
CrypToadz,5084,4.305085376
CrypToadz,301,2.744718955
CrypToadz,85,1.654711647
CrypToadz,492,1.117306894
CrypToadz,4665,0.913371248
CrypToadz,5289,0.726065874
CrypToadz,6560,0.550345944
CrypToadz,369,0.47312349
CrypToadz,3324,0.33949945
CrypToadz,264,0.315124314
CrypToadz,5364,0.310783592
CrypToadz,1080,0.28800613
CrypToadz,5651,0.259909835
CrypToadz,6339,0.183200335
CrypToadz,5644,0.155960077
CrypToadz,2275,0.124556474
CrypToadz,4313,0.069432965
CrypToadz,6183,0.065768447
CrypToadz,3052,-2.590890639
Cool Cats,288,1.075717748
Cool Cats,4465,1.053644289
Cool Cats,4951,0.826695788
Cool Cats,7527,0.75717536
Cool Cats,5747,0.578758099
Cool Cats,884,0.515949323
Cool Cats,5728,0.4289807
Cool Cats,9545,0.426125627
Cool Cats,2599,0.386467239
Cool Cats,7985,0.319964759
Cool Cats,3899,0.311207829
Cool Cats,4124,0.263917091
Cool Cats,9027,0.257225822
Cool Cats,6222,0.168831736
Cool Cats,6205,0.152752523
Cool Cats,3723,0.114564392
Cool Cats,5026,0.109108945
Cool Cats,3980,0.095470327
Cool Cats,8917,0.089854425
Cool Cats,3917,0.058823529
CloneX,10929,18.30356272
CloneX,2145,12.02039084
CloneX,13959,2.868876553
CloneX,12416,1.970982918
CloneX,9349,1.876179356
CloneX,814,1.856013842
CloneX,15783,1.428598986
CloneX,7374,0.785471263
CloneX,173,0.59403759
CloneX,18180,0.487330941
CloneX,7171,0.339052412
CloneX,3388,0.312092625
CloneX,5042,0.23956628
CloneX,7066,0.190940654
CloneX,5954,0.13886593
CloneX,7608,0.095470327
CloneX,4543,-12.19272535
Bored Ape Yacht Club,5987,32.066535
Bored Ape Yacht Club,4034,20.33724158
Bored Ape Yacht Club,2162,13.0066089
Bored Ape Yacht Club,3074,9.145695709
Bored Ape Yacht Club,5520,8.166140457
Bored Ape Yacht Club,2582,4.331031818
Bored Ape Yacht Club,9410,3.560086225
Bored Ape Yacht Club,5101,3.375406781
Bored Ape Yacht Club,8446,2.832567798
Bored Ape Yacht Club,1181,2.308246087
Bored Ape Yacht Club,3883,1.939477784
Bored Ape Yacht Club,5724,1.818069085
Bored Ape Yacht Club,4442,1.002202385
Bored Ape Yacht Club,6866,0.806732883
Bored Ape Yacht Club,5448,0.722271504
Bored Ape Yacht Club,753,0.700182902
Bored Ape Yacht Club,3041,0.596575878
Bored Ape Yacht Club,2405,0.186688004
Bored Ape Yacht Club,1623,0.177192927
Bored Ape Kennel Club,8274,1336.023041
Bored Ape Kennel Club,9218,169.1863765
Bored Ape Kennel Club,2135,111.9103757
Bored Ape Kennel Club,3232,75.03877277
Bored Ape Kennel Club,2802,62.6619876
Bored Ape Kennel Club,4781,10.0623059
Bored Ape Kennel Club,1840,9.363822555
Bored Ape Kennel Club,3827,3.059064986
Bored Ape Kennel Club,6356,0.980351306
Bored Ape Kennel Club,1755,0.177935958
Bored Ape Kennel Club,4409,0.113914293
Bored Ape Kennel Club,1158,0.103107953
Bored Ape Kennel Club,2937,0.080396065
Bored Ape Kennel Club,3213,0.076376262
Azuki,7258,13.90345721
Azuki,3921,4.782781617
Azuki,3474,2.73642102
Azuki,4882,1.375864861
Azuki,4271,1.105943539
Azuki,7130,0.90818871
Azuki,2421,0.422353482
Azuki,4578,0.354341693
Azuki,3479,0.288532544
Azuki,7038,0.288532544
Azuki,5292,0.260355345
Azuki,6111,0.245495127
Azuki,6084,0.204579272
Azuki,1587,0.169725026
Azuki,2049,0.152752523
Azuki,699,0.147034514
Azuki,8742,0.13886593
Azuki,7569,0.095470327
Azuki,1717,0.015275252